Name,Category,Variation,DIY,Buy,Sell,Color 1,Color 2,Source,Seasonal Availability,Mannequin Piece,Style,Villager Equippable
terry-cloth shorts,bottoms,Blue,No,1260,315,Light blue,Light blue,Able Sisters,Winter,No,Cute,No
terry-cloth shorts,bottoms,Purple,No,1260,315,Purple,Purple,Able Sisters,Winter,No,Cute,No
terry-cloth shorts,bottoms,Green,No,1260,315,Green,Green,Able Sisters,Winter,No,Cute,No
three-quarter sweatpants,bottoms,Mint,No,1100,275,Green,White,Able Sisters,All Year,No,Active,No
three-quarter sweatpants,bottoms,Pink,No,1100,275,Pink,White,Able Sisters,All Year,No,Active,No
three-quarter sweatpants,bottoms,Light blue,No,1100,275,Light blue,White,Able Sisters,All Year,No,Active,No
three-quarter sweatpants,bottoms,Orange,No,1100,275,Orange,White,Able Sisters,All Year,No,Active,No
three-quarter sweatpants,bottoms,Black,No,1100,275,Black,White,Able Sisters,All Year,No,Active,No
three-quarter sweatpants,bottoms,Yellow,No,1100,275,Yellow,White,Able Sisters,All Year,No,Active,No
three-quarter sweatpants,bottoms,Red,No,1100,275,Red,White,Able Sisters,All Year,No,Active,No
three-quarter sweatpants,bottoms,Purple,No,1100,275,Purple,White,Able Sisters,All Year,No,Active,No
tie-dye skirt,bottoms,Red,No,1260,315,Red,Light blue,Able Sisters,Summer,No,Active,No
tie-dye skirt,bottoms,Blue,No,1260,315,Blue,Orange,Able Sisters,Summer,No,Active,No
tie-dye skirt,bottoms,Green,No,1260,315,Green,Pink,Able Sisters,Summer,No,Active,No
tie-dye skirt,bottoms,Purple,No,1260,315,Purple,Yellow,Able Sisters,Summer,No,Active,No
tie-dye skirt,bottoms,Orange,No,1260,315,Orange,Green,Able Sisters,Summer,No,Active,No
tiered skirt,bottoms,Purple,No,1200,300,Pink,Pink,Able Sisters,All Year,No,Simple,No
tiered skirt,bottoms,Mint,No,1200,300,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
tiered skirt,bottoms,Avocado,No,1200,300,Green,Green,Able Sisters,All Year,No,Simple,No
tiered skirt,bottoms,Yellow,No,1200,300,Yellow,Yellow,Able Sisters,All Year,No,Simple,No
tiered skirt,bottoms,Blue,No,1200,300,Blue,Blue,Able Sisters,All Year,Yes,Simple,No
torn pants,bottoms,Brown,No,NFS,10,Brown,Brown,Recycle bin,All Year,No,Simple,No
torn pants,bottoms,Black,No,NFS,10,Black,Black,Recycle bin,All Year,No,Simple,No
torn pants,bottoms,Gray,No,NFS,10,Gray,Gray,Recycle bin,All Year,No,Simple,No
track pants,bottoms,Navy blue,No,770,192,Blue,Light blue,Able Sisters,All Year,No,Active,No
track pants,bottoms,Gray,No,770,192,Gray,Pink,Able Sisters,All Year,No,Active,No
track pants,bottoms,White,No,770,192,White,Pink,Able Sisters,All Year,No,Active,No
track pants,bottoms,Red,No,770,192,Orange,Black,Able Sisters,All Year,No,Active,No
track pants,bottoms,Light blue,No,770,192,Blue,Black,Able Sisters,All Year,No,Active,No
track pants,bottoms,Green,No,770,192,Green,White,Able Sisters,All Year,No,Active,No
track pants,bottoms,Blue,No,770,192,Blue,Orange,Able Sisters,All Year,No,Active,No
traditional monpe pants,bottoms,Dark blue,No,1040,260,Blue,Red,Able Sisters,All Year,No,Simple,No
traditional monpe pants,bottoms,Blue,No,1040,260,Blue,Orange,Able Sisters,All Year,No,Simple,No
traditional monpe pants,bottoms,Golden yellow,No,1040,260,Orange,Orange,Able Sisters,All Year,No,Simple,No
traditional monpe pants,bottoms,Dark red,No,1040,260,Red,Orange,Able Sisters,All Year,No,Simple,No
traditional suteteko pants,bottoms,Red,No,560,140,Red,Red,Able Sisters,All Year,No,Simple,No
traditional suteteko pants,bottoms,Yellow-green,No,560,140,Green,Green,Able Sisters,All Year,No,Simple,No
traditional suteteko pants,bottoms,Golden yellow,No,560,140,Orange,Orange,Able Sisters,All Year,No,Simple,No
traditional suteteko pants,bottoms,Purple,No,560,140,Purple,Purple,Able Sisters,All Year,No,Simple,No
traditional suteteko pants,bottoms,Aqua,No,560,140,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
traditional suteteko pants,bottoms,Blue,No,560,140,Blue,Blue,Able Sisters,All Year,No,Simple,No
tweed frilly skirt,bottoms,Brown,No,1560,390,Brown,Brown,Able Sisters,All Year,No,Cute,No
tweed frilly skirt,bottoms,Gray,No,1560,390,Gray,Black,Able Sisters,All Year,No,Cute,No
tweed frilly skirt,bottoms,Pink,No,1560,390,Pink,Brown,Able Sisters,All Year,Yes,Cute,No
tweed frilly skirt,bottoms,Blue,No,1560,390,Light blue,Blue,Able Sisters,All Year,No,Cute,No
tweed pants,bottoms,Brown,No,1300,325,Brown,Brown,Able Sisters,All Year,No,Simple,No
tweed pants,bottoms,Blue,No,1300,325,Blue,Blue,Able Sisters,All Year,No,Simple,No
tweed pants,bottoms,Beige,No,1300,325,Beige,Beige,Able Sisters,All Year,No,Simple,No
tweed pants,bottoms,Berry red,No,1300,325,Red,Red,Able Sisters,All Year,No,Simple,No
tweed pants,bottoms,Green,No,1300,325,Green,Green,Able Sisters,All Year,No,Simple,No
tweed pants,bottoms,Pink,No,1300,325,Pink,Pink,Able Sisters,All Year,No,Simple,No
tweed skirt,bottoms,Yellow,No,1300,325,Yellow,Green,Able Sisters,All Year,No,Simple,No
tweed skirt,bottoms,Pink,No,1300,325,Pink,Blue,Able Sisters,All Year,No,Simple,No
tweed skirt,bottoms,Blue,No,1300,325,Blue,Yellow,Able Sisters,All Year,No,Simple,No
two-tone pants,bottoms,Blue,No,880,220,Blue,Black,Able Sisters,All Year,No,Active,No
two-tone pants,bottoms,Monotone,No,880,220,Gray,Black,Able Sisters,All Year,Yes,Active,No
two-tone pants,bottoms,Red,No,880,220,Red,Black,Able Sisters,All Year,No,Active,No
two-tone pants,bottoms,Yellow,No,880,220,Yellow,Light blue,Able Sisters,All Year,No,Active,No
upcycled skirt,bottoms,Beige,No,1320,330,Beige,White,Able Sisters,All Year,No,Simple,No
upcycled skirt,bottoms,Pink,No,1320,330,Pink,White,Able Sisters,All Year,No,Simple,No
upcycled skirt,bottoms,Mint,No,1320,330,Light blue,White,Able Sisters,All Year,No,Simple,No
vibrant shorts,bottoms,Orange,No,980,245,Orange,Green,Able Sisters,All Year,No,Active,No
vibrant shorts,bottoms,Avocado,No,980,245,Green,Orange,Able Sisters,All Year,No,Active,No
vibrant shorts,bottoms,Pink,No,980,245,Pink,Green,Able Sisters,All Year,No,Active,No
vibrant shorts,bottoms,Blue,No,980,245,Blue,Yellow,Able Sisters,All Year,No,Active,No
vibrant shorts,bottoms,Black,No,980,245,Black,Gray,Able Sisters,All Year,No,Active,No
western pants,bottoms,Brown,No,1540,385,Brown,Blue,Able Sisters,All Year,Yes,Active,No
wide chino pants,bottoms,Brown,No,1100,275,Brown,Brown,Able Sisters,All Year,No,Simple,No
wide chino pants,bottoms,Beige,No,1100,275,Beige,Beige,Able Sisters,All Year,No,Simple,No
wide chino pants,bottoms,Navy blue,No,1100,275,Blue,Blue,Able Sisters,All Year,No,Simple,No
wide chino pants,bottoms,Avocado,No,1100,275,Green,Green,Able Sisters,All Year,No,Simple,No
wide chino pants,bottoms,Gray,No,1100,275,Gray,Gray,Able Sisters,All Year,Yes,Simple,No
workout pants,bottoms,Lime,No,880,220,Black,Green,Able Sisters,All Year,No,Active,No
workout pants,bottoms,Pink,No,880,220,Black,Pink,Able Sisters,All Year,No,Active,No
workout pants,bottoms,Orange,No,880,220,Black,Orange,Able Sisters,All Year,No,Active,No
worn-out cutoffs,bottoms,Light blue,No,960,240,Light blue,Light blue,Able Sisters,Summer,Yes,Cool,No
worn-out cutoffs,bottoms,Blue,No,960,240,Blue,Blue,Able Sisters,Summer,No,Cool,No
worn-out cutoffs,bottoms,White,No,960,240,White,White,Able Sisters,Summer,No,Cool,No
worn-out cutoffs,bottoms,Black,No,960,240,Black,Black,Able Sisters,Summer,No,Cool,No
worn-out jeans,bottoms,Light blue,No,1100,275,Light blue,Light blue,Able Sisters,All Year,No,Cool,No
worn-out jeans,bottoms,Blue,No,1100,275,Blue,Blue,Able Sisters,All Year,Yes,Cool,No
worn-out jeans,bottoms,White,No,1100,275,White,White,Able Sisters,All Year,No,Cool,No
worn-out jeans,bottoms,Black,No,1100,275,Black,Black,Able Sisters,All Year,No,Cool,No
yacht shorts,bottoms,Light blue,No,840,210,Light blue,Yellow,Able Sisters,Summer,No,Cute,No
yacht shorts,bottoms,Red,No,840,210,Red,Green,Able Sisters,Summer,No,Cute,No
yacht shorts,bottoms,Pink,No,840,210,Pink,Light blue,Able Sisters,Summer,No,Cute,No
yacht shorts,bottoms,Purple,No,840,210,Purple,Pink,Able Sisters,Summer,No,Cute,No
academy uniform,dresses,Navy blue,No,2080,520,Blue,White,Able Sisters,All Year,No,Elegant,Yes
academy uniform,dresses,Gray,No,2080,520,Gray,White,Able Sisters,All Year,No,Elegant,Yes
academy uniform,dresses,Red,No,2080,520,Red,White,Able Sisters,All Year,No,Elegant,Yes
adventure dress,dresses,Blue,No,2800,700,Light blue,White,Able Sisters,All Year,No,Cute,Yes
alpinist dress,dresses,Green,No,2520,630,Green,White,Able Sisters,All Year,No,Cute,Yes
alpinist dress,dresses,Blue,No,2520,630,Blue,White,Able Sisters,All Year,No,Cute,Yes
alpinist dress,dresses,Red,No,2520,630,Red,White,Able Sisters,All Year,No,Cute,Yes
alpinist overalls,dresses,Green,No,2520,630,Green,White,Able Sisters,All Year,No,Elegant,Yes
alpinist overalls,dresses,Blue,No,2520,630,Blue,Light blue,Able Sisters,All Year,No,Elegant,Yes
alpinist overalls,dresses,Red,No,2520,630,Red,Pink,Able Sisters,All Year,No,Elegant,Yes
ancient belted robe,dresses,Blue,No,3640,910,Light blue,Blue,Able Sisters,All Year,No,Elegant,Yes
ancient belted robe,dresses,Green,No,3640,910,Green,Green,Able Sisters,All Year,No,Elegant,Yes
ancient belted robe,dresses,Beige,No,3640,910,Beige,Brown,Able Sisters,All Year,No,Elegant,Yes
ancient belted robe,dresses,White,No,3640,910,White,Black,Able Sisters,All Year,No,Elegant,Yes
ancient belted robe,dresses,Purple,No,3640,910,Purple,Black,Able Sisters,All Year,No,Elegant,Yes
ancient sashed robe,dresses,Green,No,2520,630,Green,Red,Able Sisters,All Year,No,Elegant,Yes
ancient sashed robe,dresses,Pink,No,2520,630,Pink,Purple,Able Sisters,All Year,No,Elegant,Yes
ancient sashed robe,dresses,Red,No,2520,630,Pink,Red,Able Sisters,All Year,No,Elegant,Yes
ancient sashed robe,dresses,Blue,No,2520,630,Light blue,Blue,Able Sisters,All Year,No,Elegant,Yes
ancient sashed robe,dresses,Purple,No,2520,630,Purple,Purple,Able Sisters,All Year,No,Elegant,Yes
áo dài,dresses,White,No,2520,630,White,White,Able Sisters,All Year,No,Elegant,Yes
áo dài,dresses,Navy blue,No,2520,630,Blue,White,Able Sisters,All Year,No,Elegant,Yes
áo dài,dresses,Yellow,No,2520,630,Yellow,White,Able Sisters,All Year,No,Elegant,Yes
áo dài,dresses,Green,No,2520,630,Green,White,Able Sisters,All Year,No,Elegant,Yes
áo dài,dresses,Pink,No,2520,630,Pink,White,Able Sisters,All Year,No,Elegant,Yes
apple dress,dresses,Red,Yes,NFS,1600,Yellow,Red,Crafting,All Year,No,Cute,Yes
astro dress,dresses,Blue,No,2500,625,Gray,Blue,Able Sisters,All Year,No,Cool,Yes
astro dress,dresses,Green,No,2500,625,Gray,Green,Able Sisters,All Year,No,Cool,Yes
astro dress,dresses,Pink,No,2500,625,Gray,Pink,Able Sisters,All Year,No,Cool,Yes
attus robe,dresses,Blue,No,2520,630,Blue,Beige,Able Sisters,All Year,No,Cool,Yes
attus robe,dresses,Brown,No,2520,630,Brown,Light blue,Able Sisters,All Year,No,Cool,Yes
attus robe,dresses,Red,No,2520,630,Red,Yellow,Able Sisters,All Year,No,Cool,Yes
baby romper,dresses,Baby mint,No,1920,480,Light blue,Light blue,Able Sisters,All Year,No,Cute,Yes
baby romper,dresses,Baby purple,No,1920,480,Pink,Pink,Able Sisters,All Year,No,Cute,Yes
baby romper,dresses,Baby yellow,No,1920,480,Yellow,Yellow,Able Sisters,All Year,No,Cute,Yes
baby romper,dresses,Baby green,No,1920,480,Green,Green,Able Sisters,All Year,No,Cute,Yes
baby romper,dresses,Baby pink,No,1920,480,Red,Red,Able Sisters,All Year,No,Cute,Yes
baby romper,dresses,Baby gray,No,1920,480,Beige,Beige,Able Sisters,All Year,No,Cute,Yes
baby romper,dresses,Baby blue,No,1920,480,Blue,Blue,Able Sisters,All Year,No,Cute,Yes
baby romper,dresses,Baby orange,No,1920,480,Orange,Orange,Able Sisters,All Year,No,Cute,Yes
baby-chick costume,dresses,Yellow,No,1700,425,Yellow,Yellow,Able Sisters,All Year,Yes,Cute,Yes
baby-chick costume,dresses,Blue,No,1700,425,Light blue,Light blue,Able Sisters,All Year,No,Cute,Yes
baby-chick costume,dresses,Beige,No,1700,425,Beige,Beige,Able Sisters,All Year,No,Cute,Yes
baji jeogori,dresses,Blue,No,2520,630,Blue,Light blue,Able Sisters,All Year,No,Elegant,Yes
baji jeogori,dresses,Purple,No,2520,630,Purple,Pink,Able Sisters,All Year,No,Elegant,Yes
baji jeogori,dresses,Aqua,No,2520,630,Light blue,Pink,Able Sisters,All Year,No,Elegant,Yes
baji jeogori,dresses,Black,No,2520,630,Black,Gray,Able Sisters,All Year,No,Elegant,Yes
ballet outfit,dresses,Pink,No,2880,720,Pink,Yellow,Able Sisters,All Year,No,Cute,Yes
ballet outfit,dresses,Mint,No,2880,720,Green,Yellow,Able Sisters,All Year,No,Cute,Yes
ballet outfit,dresses,Blue,No,2880,720,Blue,Yellow,Able Sisters,All Year,No,Cute,Yes
ballet outfit,dresses,Purple,No,2880,720,Purple,Yellow,Able Sisters,All Year,No,Cute,Yes
ballet outfit,dresses,Black,No,2880,720,Black,Yellow,Able Sisters,All Year,No,Cute,Yes
ballet outfit,dresses,White,No,2880,720,White,Yellow,Able Sisters,All Year,No,Cute,Yes
ballet outfit,dresses,Yellow,No,2880,720,Yellow,Yellow,Able Sisters,All Year,No,Cute,Yes
ballet outfit,dresses,Red,No,2880,720,Red,Yellow,Able Sisters,All Year,No,Cute,Yes
balmacaan coat,dresses,Avocado,No,1540,385,Green,Green,Able Sisters,Winter,Yes,Simple,Yes
balmacaan coat,dresses,Beige,No,1540,385,Beige,Beige,Able Sisters,Winter,No,Simple,Yes
balmacaan coat,dresses,Navy blue,No,1540,385,Blue,Blue,Able Sisters,Winter,No,Simple,Yes
baseball uniform,dresses,Red,No,1760,440,Red,White,Able Sisters,All Year,No,Active,Yes
baseball uniform,dresses,Navy blue,No,1760,440,Blue,White,Able Sisters,All Year,No,Active,Yes
baseball uniform,dresses,Green,No,1760,440,Green,White,Able Sisters,All Year,No,Active,Yes
baseball uniform,dresses,Orange,No,1760,440,Black,Orange,Able Sisters,All Year,No,Active,Yes
baseball uniform,dresses,Yellow,No,1760,440,Black,Yellow,Able Sisters,All Year,No,Active,Yes
bath-towel wrap,dresses,Pink,No,630,157,Pink,Pink,Able Sisters,All Year,No,Simple,Yes
bath-towel wrap,dresses,White,No,630,157,White,White,Able Sisters,All Year,No,Simple,Yes
bath-towel wrap,dresses,Blue,No,630,157,Light blue,Light blue,Able Sisters,All Year,No,Simple,Yes
bath-towel wrap,dresses,Green,No,630,157,Green,Green,Able Sisters,All Year,No,Simple,Yes
bath-towel wrap,dresses,Purple,No,630,157,Purple,Purple,Able Sisters,All Year,No,Simple,Yes
bath-towel wrap,dresses,Black,No,630,157,Black,Black,Able Sisters,All Year,No,Simple,Yes
bath-towel wrap,dresses,Brown,No,630,157,Brown,Brown,Able Sisters,All Year,No,Simple,Yes
bathrobe,dresses,White,No,720,180,White,White,Able Sisters,All Year,No,Simple,Yes
bathrobe,dresses,Pink,No,720,180,Pink,Pink,Able Sisters,All Year,No,Simple,Yes
bathrobe,dresses,Blue,No,720,180,Light blue,Light blue,Able Sisters,All Year,No,Simple,Yes
bathrobe,dresses,Green,No,720,180,Green,Green,Able Sisters,All Year,No,Simple,Yes
bathrobe,dresses,Purple,No,720,180,Purple,Purple,Able Sisters,All Year,No,Simple,Yes
bathrobe,dresses,Black,No,720,180,Black,Black,Able Sisters,All Year,No,Simple,Yes
bathrobe,dresses,Brown,No,720,180,Brown,Brown,Able Sisters,All Year,No,Simple,Yes
bear costume,dresses,Brown,No,1700,425,Brown,Beige,Able Sisters,All Year,No,Cute,Yes
bear costume,dresses,Black,No,1700,425,Black,Beige,Able Sisters,All Year,No,Cute,Yes
bear costume,dresses,Pink,No,1700,425,Pink,Beige,Able Sisters,All Year,No,Cute,Yes
bear costume,dresses,Blue,No,1700,425,Light blue,White,Able Sisters,All Year,No,Cute,Yes
bekasab robe,dresses,Red,No,2520,630,Red,Brown,Able Sisters,All Year,No,Gorgeous,Yes
bekasab robe,dresses,Blue,No,2520,630,Light blue,Blue,Able Sisters,All Year,No,Gorgeous,Yes
bekasab robe,dresses,Camel,No,2520,630,Orange,Brown,Able Sisters,All Year,No,Gorgeous,Yes
bekasab robe,dresses,Purple,No,2520,630,Purple,Pink,Able Sisters,All Year,No,Gorgeous,Yes
belted dotted dress,dresses,Light blue,No,2000,500,Light blue,White,Able Sisters,Summer,No,Cute,Yes
belted dotted dress,dresses,Pink,No,2000,500,Pink,White,Able Sisters,Summer,No,Cute,Yes
belted dotted dress,dresses,Yellow,No,2000,500,Yellow,White,Able Sisters,Summer,No,Cute,Yes
belted dotted dress,dresses,Green,No,2000,500,Green,White,Able Sisters,Summer,No,Cute,Yes
bingata dress,dresses,Yellow,No,2520,630,Yellow,Red,Able Sisters,All Year,No,Elegant,Yes
blossom dress,dresses,Pink,No,1500,375,Pink,White,Able Sisters,All Year,No,Cute,Yes
blossom dress,dresses,Blue,No,1500,375,Light blue,White,Able Sisters,All Year,No,Cute,Yes
blossom dress,dresses,Yellow,No,1500,375,Yellow,White,Able Sisters,All Year,No,Cute,Yes
blossom dress,dresses,Green,No,1500,375,Green,White,Able Sisters,All Year,No,Cute,Yes
blossom dress,dresses,Purple,No,1500,375,Purple,White,Able Sisters,All Year,No,Cute,Yes
blossoming kimono,dresses,Pink,No,3220,805,Pink,Red,Able Sisters,All Year,No,Elegant,Yes
blossoming kimono,dresses,Green tea,No,3220,805,Green,Green,Able Sisters,All Year,No,Elegant,Yes
boa parka,dresses,Mint,No,1800,450,Green,Green,Able Sisters,Winter,Yes,Simple,Yes
boa parka,dresses,Purple,No,1800,450,Purple,Purple,Able Sisters,Winter,No,Simple,Yes
boa parka,dresses,Gray,No,1800,450,Gray,Gray,Able Sisters,Winter,No,Simple,Yes
boa parka,dresses,Pink,No,1800,450,Pink,Pink,Able Sisters,Winter,No,Simple,Yes
Bohemian tunic dress,dresses,Red,No,1900,475,Beige,Red,Able Sisters,All Year,No,Elegant,Yes
Bohemian tunic dress,dresses,Navy blue,No,1900,475,Gray,Blue,Able Sisters,All Year,No,Elegant,Yes
Bohemian tunic dress,dresses,Green,No,1900,475,Beige,Green,Able Sisters,All Year,No,Elegant,Yes
bold muumuu,dresses,Navy blue,No,1600,400,Blue,Red,Able Sisters,Summer,No,Active,Yes
bold muumuu,dresses,Pink,No,1600,400,Pink,Light blue,Able Sisters,Summer,No,Active,Yes
bolero coat,dresses,Pink,No,2080,520,Pink,White,Able Sisters,Winter,No,Cute,Yes
bolero coat,dresses,Yellow,No,2080,520,Yellow,White,Able Sisters,Winter,No,Cute,Yes
bolero coat,dresses,Blue,No,2080,520,Light blue,White,Able Sisters,Winter,No,Cute,Yes
bolero coat,dresses,Green,No,2080,520,Green,White,Able Sisters,Winter,No,Cute,Yes
bone costume,dresses,White,No,1280,320,Black,White,Able Sisters,All Year,No,Cool,Yes
box-skirt uniform,dresses,Navy blue,No,2300,575,Blue,White,Able Sisters,All Year,No,Simple,Yes
box-skirt uniform,dresses,Black,No,2300,575,Black,White,Able Sisters,All Year,No,Simple,Yes
box-skirt uniform,dresses,Light blue,No,2300,575,Light blue,White,Able Sisters,All Year,No,Simple,Yes
box-skirt uniform,dresses,Green,No,2300,575,Green,White,Able Sisters,All Year,No,Simple,Yes
box-skirt uniform,dresses,Gray,No,2300,575,Gray,White,Able Sisters,All Year,No,Simple,Yes
box-skirt uniform,dresses,Red,No,2300,575,Red,White,Able Sisters,All Year,No,Simple,Yes
box-skirt uniform,dresses,Brown,No,2300,575,Brown,White,Able Sisters,All Year,No,Simple,Yes
bunny dress,dresses,Pink,No,1800,450,Pink,White,Able Sisters,All Year,No,Cute,Yes
bunny dress,dresses,Yellow,No,1800,450,Yellow,White,Able Sisters,All Year,No,Cute,Yes
bunny dress,dresses,White,No,1800,450,White,White,Able Sisters,All Year,No,Cute,Yes
butterfly visiting kimono,dresses,Black,No,2660,665,Black,Yellow,Able Sisters,All Year,No,Elegant,Yes
butterfly visiting kimono,dresses,Indigo blue,No,2660,665,Blue,Green,Able Sisters,All Year,No,Elegant,Yes
butterfly visiting kimono,dresses,Fuchsia,No,2660,665,Purple,Light blue,Able Sisters,All Year,No,Elegant,Yes
cake dress,dresses,,No,20000,5000,White,White,Wedding Season,All Year,No,Elegant,Yes
casual chic dress,dresses,Yellow,No,2400,600,Yellow,White,Able Sisters,Summer,No,Elegant,Yes
casual chic dress,dresses,Light blue,No,2400,600,Light blue,White,Able Sisters,Summer,No,Elegant,Yes
casual chic dress,dresses,Pink,No,2400,600,Pink,White,Able Sisters,Summer,No,Elegant,Yes
casual chic dress,dresses,Green,No,2400,600,Green,White,Able Sisters,Summer,Yes,Elegant,Yes
casual chic dress,dresses,Navy blue,No,2400,600,Blue,White,Able Sisters,Summer,No,Elegant,Yes
casual chic dress,dresses,Purple,No,2400,600,Purple,White,Able Sisters,Summer,No,Elegant,Yes
casual kimono,dresses,Dark blue,No,2000,500,Blue,Gray,Able Sisters,All Year,No,Cool,Yes
casual kimono,dresses,Aqua,No,2000,500,Light blue,Gray,Able Sisters,All Year,No,Cool,Yes
casual kimono,dresses,Green,No,2000,500,Green,Gray,Able Sisters,All Year,No,Cool,Yes
casual kimono,dresses,Mustard,No,2000,500,Brown,Gray,Able Sisters,All Year,No,Cool,Yes
cat dress,dresses,Navy blue,No,1800,450,Blue,Yellow,Able Sisters,Winter,No,Cute,Yes
cat dress,dresses,Brown,No,1800,450,Brown,Green,Able Sisters,Winter,No,Cute,Yes
cat dress,dresses,White,No,1800,450,White,Blue,Able Sisters,Winter,No,Cute,Yes
caterpillar costume,dresses,Green,No,1700,425,Green,Green,Able Sisters,All Year,No,Cute,Yes
caterpillar costume,dresses,Yellow,No,1700,425,Yellow,Orange,Able Sisters,All Year,No,Cute,Yes
caterpillar costume,dresses,Rainbow,No,1700,425,Colorful,Colorful,Able Sisters,All Year,No,Cute,Yes
caveman tank,dresses,Orange,No,1050,262,Orange,Brown,Able Sisters,All Year,No,Active,Yes
caveman tank,dresses,Yellow,No,1050,262,Yellow,Brown,Able Sisters,All Year,No,Active,Yes
caveman tank,dresses,Gray,No,1050,262,Gray,Black,Able Sisters,All Year,No,Active,Yes
checkered jumper dress,dresses,Red,No,1840,460,Beige,Red,Able Sisters,All Year,Yes,Cute,Yes
checkered jumper dress,dresses,Green,No,1840,460,Beige,Green,Able Sisters,All Year,No,Cute,Yes
checkered jumper dress,dresses,Yellow,No,1840,460,Beige,Yellow,Able Sisters,All Year,No,Cute,Yes
checkered jumper dress,dresses,Beige,No,1840,460,Beige,White,Able Sisters,All Year,No,Cute,Yes
cheerleading uniform,dresses,Red,No,1920,480,White,Red,Able Sisters,All Year,No,Active,Yes
cheerleading uniform,dresses,Purple,No,1920,480,White,Purple,Able Sisters,All Year,No,Active,Yes
cheerleading uniform,dresses,Blue,No,1920,480,White,Blue,Able Sisters,All Year,No,Active,Yes
cheerleading uniform,dresses,Berry red,No,1920,480,Black,Red,Able Sisters,All Year,No,Active,Yes
cheerleading uniform,dresses,Green,No,1920,480,Black,Green,Able Sisters,All Year,No,Active,Yes
cheerleading uniform,dresses,Pink,No,1920,480,Black,Pink,Able Sisters,All Year,No,Active,Yes
cheerleading uniform,dresses,Light blue,No,1920,480,Black,Light blue,Able Sisters,All Year,No,Active,Yes
cheerleading uniform,dresses,Yellow,No,1920,480,Black,Orange,Able Sisters,All Year,No,Active,Yes
cherry dress,dresses,Red,Yes,NFS,1600,Red,Red,Crafting,All Year,No,Cute,Yes
chic tuxedo dress,dresses,Black,No,2240,560,Black,White,Able Sisters,All Year,No,Cute,Yes
chic tuxedo dress,dresses,Pink,No,2240,560,Pink,White,Able Sisters,All Year,No,Cute,Yes
chic tuxedo dress,dresses,Red,No,2240,560,Red,White,Able Sisters,All Year,No,Cute,Yes
chic tuxedo dress,dresses,Light blue,No,2240,560,Light blue,White,Able Sisters,All Year,No,Cute,Yes
chima jeogori,dresses,Vermilion,No,2520,630,Red,Green,Able Sisters,All Year,No,Elegant,Yes
chima jeogori,dresses,Yellow-green,No,2520,630,Green,Pink,Able Sisters,All Year,No,Elegant,Yes
chima jeogori,dresses,Pink,No,2520,630,Pink,Light blue,Able Sisters,All Year,No,Elegant,Yes
chima jeogori,dresses,Blue,No,2520,630,Blue,Light blue,Able Sisters,All Year,No,Elegant,Yes
chima jeogori,dresses,Red,No,2520,630,Red,Yellow,Able Sisters,All Year,No,Elegant,Yes
china poblana,dresses,Red,No,2520,630,Red,Green,Able Sisters,All Year,No,Elegant,Yes
chiton,dresses,White,No,2520,630,White,White,Able Sisters,All Year,No,Elegant,Yes
clover dress,dresses,Green,No,1800,450,Green,Green,Able Sisters,Summer,Yes,Cute,Yes
clover dress,dresses,Dark green,No,1800,450,Green,White,Able Sisters,Summer,No,Cute,Yes
cold-country bunad,dresses,Blue,No,2520,630,Blue,Black,Able Sisters,Winter,No,Elegant,Yes
cold-country bunad,dresses,Green,No,2520,630,Green,Black,Able Sisters,Winter,No,Elegant,Yes
cold-country bunad,dresses,Red,No,2520,630,Red,Black,Able Sisters,Winter,No,Elegant,Yes
cold-country dress,dresses,Blue,No,2520,630,Blue,Purple,Able Sisters,Winter,No,Elegant,Yes
cold-country dress,dresses,Green,No,2520,630,Green,Orange,Able Sisters,Winter,No,Elegant,Yes
cold-country dress,dresses,Red,No,2520,630,Red,Green,Able Sisters,Winter,No,Elegant,Yes
concierge uniform,dresses,Green,No,1920,480,Green,Blue,Able Sisters,All Year,No,Simple,Yes
concierge uniform,dresses,Red,No,1920,480,Red,Blue,Able Sisters,All Year,No,Simple,Yes
concierge uniform,dresses,White,No,1920,480,White,Blue,Able Sisters,All Year,No,Simple,Yes
concierge uniform,dresses,Brown,No,1920,480,Brown,Blue,Able Sisters,All Year,No,Simple,Yes
concierge uniform,dresses,Light blue,No,1920,480,Light blue,Blue,Able Sisters,All Year,No,Simple,Yes
coveralls with arm covers,dresses,Green,No,1600,400,Green,Blue,Able Sisters,All Year,No,Active,Yes
coveralls with arm covers,dresses,Blue,No,1600,400,Light blue,Brown,Able Sisters,All Year,No,Active,Yes
coveralls with arm covers,dresses,Orange,No,1600,400,Orange,Green,Able Sisters,All Year,No,Active,Yes
coveralls with arm covers,dresses,Pink,No,1600,400,Pink,Red,Able Sisters,All Year,Yes,Active,Yes
coveralls with arm covers,dresses,Purple,No,1600,400,Purple,Black,Able Sisters,All Year,No,Active,Yes
cyber suit,dresses,Blue,No,3500,875,Black,Light blue,Able Sisters,All Year,No,Cool,Yes
cyber suit,dresses,Yellow,No,3500,875,Black,Yellow,Able Sisters,All Year,No,Cool,Yes
cyber suit,dresses,Pink,No,3500,875,Black,Pink,Able Sisters,All Year,No,Cool,Yes
dazed dress,dresses,Pink,No,1600,400,Pink,Purple,Able Sisters,Summer,No,Cute,Yes
