Category,DIY,Sell,Color 1,Color 2,Source,Seasonal Availability,Mannequin Piece,Style,Villager Equippable
bottoms,No,390,Orange,Orange,Able Sisters,All Year,Yes,Active,No
bottoms,No,390,Light blue,Light blue,Able Sisters,All Year,No,Active,No
bottoms,No,390,White,White,Able Sisters,All Year,No,Active,No
bottoms,No,325,Black,Black,Able Sisters,All Year,Yes,Cool,No
bottoms,No,325,Brown,Brown,Able Sisters,All Year,No,Cool,No
bottoms,No,325,Beige,Beige,Able Sisters,All Year,No,Cool,No
bottoms,No,325,Red,Red,Able Sisters,All Year,No,Cool,No
bottoms,No,325,Blue,Blue,Able Sisters,All Year,No,Cool,No
bottoms,No,325,Yellow,Yellow,Able Sisters,All Year,No,Cool,No
bottoms,No,420,Red,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,420,Green,Orange,Able Sisters,All Year,No,Simple,No
bottoms,No,420,Purple,Gray,Able Sisters,All Year,No,Simple,No
bottoms,No,420,Yellow,Brown,Able Sisters,All Year,No,Simple,No
bottoms,No,260,Black,Gray,Able Sisters,All Year,Yes,Cool,No
bottoms,No,260,Brown,Gray,Able Sisters,All Year,No,Cool,No
bottoms,No,260,White,Gray,Able Sisters,All Year,No,Cool,No
bottoms,No,260,Red,Gray,Able Sisters,All Year,No,Cool,No
bottoms,No,325,Black,Black,Able Sisters,All Year,Yes,Cool,No
bottoms,No,325,Brown,Brown,Able Sisters,All Year,No,Cool,No
bottoms,No,325,Beige,Beige,Able Sisters,All Year,No,Cool,No
bottoms,No,325,Red,Red,Able Sisters,All Year,No,Cool,No
bottoms,No,325,Blue,Blue,Able Sisters,All Year,No,Cool,No
bottoms,No,325,Yellow,Yellow,Able Sisters,All Year,No,Cool,No
bottoms,No,300,Red,Beige,Able Sisters,Winter,No,Cute,No
bottoms,No,300,Black,Beige,Able Sisters,Winter,No,Cute,No
bottoms,No,300,Green,Beige,Able Sisters,Winter,No,Cute,No
bottoms,No,275,Beige,Beige,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Pink,Pink,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Gray,Gray,Able Sisters,All Year,No,Simple,No
bottoms,No,455,Red,Red,Able Sisters,All Year,Yes,Cool,No
bottoms,No,455,Blue,Blue,Able Sisters,All Year,No,Cool,No
bottoms,No,455,Green,Green,Able Sisters,All Year,No,Cool,No
bottoms,No,455,Purple,Purple,Able Sisters,All Year,No,Cool,No
bottoms,No,175,Yellow,Yellow,Able Sisters,All Year,No,Simple,No
bottoms,No,175,Green,Green,Able Sisters,All Year,No,Simple,No
bottoms,No,175,Blue,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,175,Purple,Purple,Able Sisters,All Year,No,Simple,No
bottoms,No,175,Pink,Pink,Able Sisters,All Year,No,Simple,No
bottoms,No,175,Red,Red,Able Sisters,All Year,No,Simple,No
bottoms,No,175,Beige,Beige,Able Sisters,All Year,No,Simple,No
bottoms,No,175,Black,Black,Able Sisters,All Year,Yes,Simple,No
bottoms,No,245,Blue,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,245,Orange,Orange,Able Sisters,All Year,No,Simple,No
bottoms,No,245,Light blue,Light blue,Able Sisters,All Year,Yes,Simple,No
bottoms,No,245,Green,Green,Able Sisters,All Year,No,Simple,No
bottoms,No,245,Brown,Brown,Able Sisters,All Year,No,Simple,No
bottoms,No,245,Purple,Purple,Able Sisters,All Year,No,Simple,No
bottoms,No,245,Red,Red,Able Sisters,All Year,No,Simple,No
bottoms,No,245,Pink,Pink,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Green,Green,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Blue,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Purple,Purple,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Pink,Pink,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Red,Red,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Red,Red,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Brown,Brown,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Black,Blue,Able Sisters,All Year,Yes,Simple,No
bottoms,No,220,Red,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Green,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,220,White,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Purple,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Gray,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Blue,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,360,Pink,Yellow,Able Sisters,All Year,Yes,Cute,No
bottoms,No,360,Blue,Yellow,Able Sisters,All Year,No,Cute,No
bottoms,No,360,Yellow,Yellow,Able Sisters,All Year,No,Cute,No
bottoms,No,360,Gray,Yellow,Able Sisters,All Year,No,Cute,No
bottoms,No,360,Purple,Yellow,Able Sisters,All Year,No,Cute,No
bottoms,No,360,Green,Yellow,Able Sisters,All Year,No,Cute,No
bottoms,No,360,Orange,Yellow,Able Sisters,All Year,No,Cute,No
bottoms,No,360,Green,Yellow,Able Sisters,All Year,No,Elegant,No
bottoms,No,360,Red,Yellow,Able Sisters,All Year,No,Elegant,No
bottoms,No,360,Blue,Yellow,Able Sisters,All Year,No,Elegant,No
bottoms,No,360,Yellow,Yellow,Able Sisters,All Year,No,Elegant,No
bottoms,No,360,Black,Yellow,Able Sisters,All Year,No,Elegant,No
bottoms,No,390,Green,Blue,Able Sisters,Winter,No,Active,No
bottoms,No,390,Orange,Light blue,Able Sisters,Winter,No,Active,No
bottoms,No,390,Pink,Purple,Able Sisters,Winter,No,Active,No
bottoms,No,390,Blue,Green,Able Sisters,Winter,No,Active,No
bottoms,No,390,Light blue,Red,Able Sisters,Winter,No,Active,No
bottoms,No,390,Yellow,Pink,Able Sisters,Winter,Yes,Active,No
bottoms,No,325,Black,Brown,Able Sisters,All Year,Yes,Simple,No
bottoms,No,325,Gray,Brown,Able Sisters,All Year,Yes,Simple,No
bottoms,No,325,Light blue,Brown,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Red,Brown,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Blue,Brown,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Beige,Brown,Able Sisters,All Year,Yes,Simple,No
bottoms,No,325,White,Brown,Able Sisters,All Year,No,Simple,No
bottoms,No,245,Green,Green,Able Sisters,All Year,No,Active,No
bottoms,No,245,Red,Red,Able Sisters,All Year,No,Active,No
bottoms,No,245,Blue,Blue,Able Sisters,All Year,No,Active,No
bottoms,No,245,Blue,Blue,Able Sisters,All Year,No,Active,No
bottoms,No,245,Light blue,Light blue,Able Sisters,All Year,No,Active,No
bottoms,No,245,White,White,Able Sisters,All Year,No,Active,No
bottoms,No,245,Orange,Orange,Able Sisters,All Year,No,Active,No
bottoms,No,245,Black,Black,Able Sisters,All Year,No,Active,No
bottoms,No,245,Red,Red,Able Sisters,All Year,No,Gorgeous,No
bottoms,No,245,Blue,Blue,Able Sisters,All Year,No,Gorgeous,No
bottoms,No,245,Yellow,Yellow,Able Sisters,All Year,No,Gorgeous,No
bottoms,No,245,Gray,Gray,Able Sisters,All Year,No,Gorgeous,No
bottoms,No,245,Black,Black,Able Sisters,All Year,No,Gorgeous,No
bottoms,No,245,Pink,Pink,Able Sisters,All Year,No,Gorgeous,No
bottoms,No,245,Green,Green,Able Sisters,All Year,No,Gorgeous,No
bottoms,No,245,Purple,Purple,Able Sisters,All Year,No,Gorgeous,No
bottoms,No,200,Gray,Gray,Able Sisters,All Year,No,Simple,No
bottoms,No,200,Pink,Pink,Able Sisters,All Year,No,Simple,No
bottoms,No,200,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
bottoms,No,200,Green,Green,Able Sisters,All Year,No,Simple,No
bottoms,No,330,Yellow,White,Able Sisters,All Year,No,Elegant,No
bottoms,No,330,Red,Blue,Able Sisters,All Year,No,Elegant,No
bottoms,No,330,Green,Blue,Able Sisters,All Year,No,Elegant,No
bottoms,No,330,Orange,White,Able Sisters,All Year,No,Elegant,No
bottoms,No,275,Blue,White,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Orange,White,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Green,White,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Red,White,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Black,White,Able Sisters,All Year,No,Simple,No
bottoms,No,330,Pink,Colorful,Able Sisters,All Year,No,Cute,No
bottoms,No,330,Blue,Colorful,Able Sisters,All Year,No,Cute,No
bottoms,No,330,Red,Colorful,Able Sisters,All Year,No,Cute,No
bottoms,No,330,Yellow,Colorful,Able Sisters,All Year,No,Cute,No
bottoms,No,175,Light blue,Blue,Able Sisters,Summer,No,Active,No
bottoms,No,175,Purple,Purple,Able Sisters,Summer,No,Active,No
bottoms,No,175,Green,Green,Able Sisters,Summer,No,Active,No
bottoms,No,175,Pink,Red,Able Sisters,Summer,No,Active,No
bottoms,No,175,Gray,Black,Able Sisters,Summer,No,Active,No
bottoms,No,200,Gray,Gray,Able Sisters,All Year,No,Active,No
bottoms,No,200,Red,Red,Able Sisters,All Year,No,Active,No
bottoms,No,200,Green,Green,Able Sisters,All Year,No,Active,No
bottoms,No,200,Blue,Blue,Able Sisters,All Year,No,Active,No
bottoms,No,200,Yellow,Yellow,Able Sisters,All Year,No,Active,No
bottoms,No,200,Pink,Pink,Able Sisters,All Year,No,Active,No
bottoms,No,200,Light blue,Light blue,Able Sisters,All Year,No,Active,No
bottoms,No,200,Black,Black,Able Sisters,All Year,Yes,Active,No
bottoms,No,360,White,Blue,Able Sisters,All Year,No,Active,No
bottoms,No,360,Blue,White,Able Sisters,All Year,No,Active,No
bottoms,No,360,Light blue,Blue,Able Sisters,All Year,No,Active,No
bottoms,No,360,Pink,White,Able Sisters,All Year,No,Active,No
bottoms,No,315,Pink,Pink,Able Sisters,Winter,No,Cute,No
bottoms,No,315,Light blue,Light blue,Able Sisters,Winter,No,Cute,No
bottoms,No,315,Purple,Purple,Able Sisters,Winter,No,Cute,No
bottoms,No,315,Green,Green,Able Sisters,Winter,No,Cute,No
bottoms,No,275,Green,White,Able Sisters,All Year,No,Active,No
bottoms,No,275,Pink,White,Able Sisters,All Year,No,Active,No
bottoms,No,275,Light blue,White,Able Sisters,All Year,No,Active,No
bottoms,No,275,Orange,White,Able Sisters,All Year,No,Active,No
bottoms,No,275,Black,White,Able Sisters,All Year,No,Active,No
bottoms,No,275,Yellow,White,Able Sisters,All Year,No,Active,No
bottoms,No,275,Red,White,Able Sisters,All Year,No,Active,No
bottoms,No,275,Purple,White,Able Sisters,All Year,No,Active,No
bottoms,No,315,Red,Light blue,Able Sisters,Summer,No,Active,No
bottoms,No,315,Blue,Orange,Able Sisters,Summer,No,Active,No
bottoms,No,315,Green,Pink,Able Sisters,Summer,No,Active,No
bottoms,No,315,Purple,Yellow,Able Sisters,Summer,No,Active,No
bottoms,No,315,Orange,Green,Able Sisters,Summer,No,Active,No
bottoms,No,300,Pink,Pink,Able Sisters,All Year,No,Simple,No
bottoms,No,300,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
bottoms,No,300,Green,Green,Able Sisters,All Year,No,Simple,No
bottoms,No,300,Yellow,Yellow,Able Sisters,All Year,No,Simple,No
bottoms,No,300,Blue,Blue,Able Sisters,All Year,Yes,Simple,No
bottoms,No,10,Brown,Brown,Recycle bin,All Year,No,Simple,No
bottoms,No,10,Black,Black,Recycle bin,All Year,No,Simple,No
bottoms,No,10,Gray,Gray,Recycle bin,All Year,No,Simple,No
bottoms,No,192,Blue,Light blue,Able Sisters,All Year,No,Active,No
bottoms,No,192,Gray,Pink,Able Sisters,All Year,No,Active,No
bottoms,No,192,White,Pink,Able Sisters,All Year,No,Active,No
bottoms,No,192,Orange,Black,Able Sisters,All Year,No,Active,No
bottoms,No,192,Blue,Black,Able Sisters,All Year,No,Active,No
bottoms,No,192,Green,White,Able Sisters,All Year,No,Active,No
bottoms,No,192,Blue,Orange,Able Sisters,All Year,No,Active,No
bottoms,No,260,Blue,Red,Able Sisters,All Year,No,Simple,No
bottoms,No,260,Blue,Orange,Able Sisters,All Year,No,Simple,No
bottoms,No,260,Orange,Orange,Able Sisters,All Year,No,Simple,No
bottoms,No,260,Red,Orange,Able Sisters,All Year,No,Simple,No
bottoms,No,140,Red,Red,Able Sisters,All Year,No,Simple,No
bottoms,No,140,Green,Green,Able Sisters,All Year,No,Simple,No
bottoms,No,140,Orange,Orange,Able Sisters,All Year,No,Simple,No
bottoms,No,140,Purple,Purple,Able Sisters,All Year,No,Simple,No
bottoms,No,140,Light blue,Light blue,Able Sisters,All Year,No,Simple,No
bottoms,No,140,Blue,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,390,Brown,Brown,Able Sisters,All Year,No,Cute,No
bottoms,No,390,Gray,Black,Able Sisters,All Year,No,Cute,No
bottoms,No,390,Pink,Brown,Able Sisters,All Year,Yes,Cute,No
bottoms,No,390,Light blue,Blue,Able Sisters,All Year,No,Cute,No
bottoms,No,325,Brown,Brown,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Blue,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Beige,Beige,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Red,Red,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Green,Green,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Pink,Pink,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Yellow,Green,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Pink,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,325,Blue,Yellow,Able Sisters,All Year,No,Simple,No
bottoms,No,220,Blue,Black,Able Sisters,All Year,No,Active,No
bottoms,No,220,Gray,Black,Able Sisters,All Year,Yes,Active,No
bottoms,No,220,Red,Black,Able Sisters,All Year,No,Active,No
bottoms,No,220,Yellow,Light blue,Able Sisters,All Year,No,Active,No
bottoms,No,330,Beige,White,Able Sisters,All Year,No,Simple,No
bottoms,No,330,Pink,White,Able Sisters,All Year,No,Simple,No
bottoms,No,330,Light blue,White,Able Sisters,All Year,No,Simple,No
bottoms,No,245,Orange,Green,Able Sisters,All Year,No,Active,No
bottoms,No,245,Green,Orange,Able Sisters,All Year,No,Active,No
bottoms,No,245,Pink,Green,Able Sisters,All Year,No,Active,No
bottoms,No,245,Blue,Yellow,Able Sisters,All Year,No,Active,No
bottoms,No,245,Black,Gray,Able Sisters,All Year,No,Active,No
bottoms,No,385,Brown,Blue,Able Sisters,All Year,Yes,Active,No
bottoms,No,275,Brown,Brown,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Beige,Beige,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Blue,Blue,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Green,Green,Able Sisters,All Year,No,Simple,No
bottoms,No,275,Gray,Gray,Able Sisters,All Year,Yes,Simple,No
bottoms,No,220,Black,Green,Able Sisters,All Year,No,Active,No
bottoms,No,220,Black,Pink,Able Sisters,All Year,No,Active,No
bottoms,No,220,Black,Orange,Able Sisters,All Year,No,Active,No
bottoms,No,240,Light blue,Light blue,Able Sisters,Summer,Yes,Cool,No
bottoms,No,240,Blue,Blue,Able Sisters,Summer,No,Cool,No
bottoms,No,240,White,White,Able Sisters,Summer,No,Cool,No
bottoms,No,240,Black,Black,Able Sisters,Summer,No,Cool,No
bottoms,No,275,Light blue,Light blue,Able Sisters,All Year,No,Cool,No
bottoms,No,275,Blue,Blue,Able Sisters,All Year,Yes,Cool,No
bottoms,No,275,White,White,Able Sisters,All Year,No,Cool,No
bottoms,No,275,Black,Black,Able Sisters,All Year,No,Cool,No
bottoms,No,210,Light blue,Yellow,Able Sisters,Summer,No,Cute,No
bottoms,No,210,Red,Green,Able Sisters,Summer,No,Cute,No
bottoms,No,210,Pink,Light blue,Able Sisters,Summer,No,Cute,No
bottoms,No,210,Purple,Pink,Able Sisters,Summer,No,Cute,No
dresses,No,520,Blue,White,Able Sisters,All Year,No,Elegant,Yes
dresses,No,520,Gray,White,Able Sisters,All Year,No,Elegant,Yes
dresses,No,520,Red,White,Able Sisters,All Year,No,Elegant,Yes
dresses,No,700,Light blue,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,630,Green,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,630,Blue,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,630,Red,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,630,Green,White,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Blue,Light blue,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Red,Pink,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Green,Red,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Pink,Purple,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Pink,Red,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Light blue,Blue,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Purple,Purple,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,White,White,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Blue,White,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Yellow,White,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Green,White,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Pink,White,Able Sisters,All Year,No,Elegant,Yes
dresses,No,625,Gray,Blue,Able Sisters,All Year,No,Cool,Yes
dresses,No,625,Gray,Green,Able Sisters,All Year,No,Cool,Yes
dresses,No,625,Gray,Pink,Able Sisters,All Year,No,Cool,Yes
dresses,No,630,Blue,Beige,Able Sisters,All Year,No,Cool,Yes
dresses,No,630,Brown,Light blue,Able Sisters,All Year,No,Cool,Yes
dresses,No,630,Red,Yellow,Able Sisters,All Year,No,Cool,Yes
dresses,No,480,Light blue,Light blue,Able Sisters,All Year,No,Cute,Yes
dresses,No,480,Pink,Pink,Able Sisters,All Year,No,Cute,Yes
dresses,No,480,Yellow,Yellow,Able Sisters,All Year,No,Cute,Yes
dresses,No,480,Green,Green,Able Sisters,All Year,No,Cute,Yes
dresses,No,480,Red,Red,Able Sisters,All Year,No,Cute,Yes
dresses,No,480,Beige,Beige,Able Sisters,All Year,No,Cute,Yes
dresses,No,480,Blue,Blue,Able Sisters,All Year,No,Cute,Yes
dresses,No,480,Orange,Orange,Able Sisters,All Year,No,Cute,Yes
dresses,No,425,Yellow,Yellow,Able Sisters,All Year,Yes,Cute,Yes
dresses,No,425,Light blue,Light blue,Able Sisters,All Year,No,Cute,Yes
dresses,No,425,Beige,Beige,Able Sisters,All Year,No,Cute,Yes
dresses,No,630,Blue,Light blue,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Purple,Pink,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Light blue,Pink,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Black,Gray,Able Sisters,All Year,No,Elegant,Yes
dresses,No,720,Pink,Yellow,Able Sisters,All Year,No,Cute,Yes
dresses,No,720,Green,Yellow,Able Sisters,All Year,No,Cute,Yes
dresses,No,720,Blue,Yellow,Able Sisters,All Year,No,Cute,Yes
dresses,No,720,Purple,Yellow,Able Sisters,All Year,No,Cute,Yes
dresses,No,720,Black,Yellow,Able Sisters,All Year,No,Cute,Yes
dresses,No,720,White,Yellow,Able Sisters,All Year,No,Cute,Yes
dresses,No,720,Yellow,Yellow,Able Sisters,All Year,No,Cute,Yes
dresses,No,720,Red,Yellow,Able Sisters,All Year,No,Cute,Yes
dresses,No,385,Green,Green,Able Sisters,Winter,Yes,Simple,Yes
dresses,No,385,Beige,Beige,Able Sisters,Winter,No,Simple,Yes
dresses,No,385,Blue,Blue,Able Sisters,Winter,No,Simple,Yes
dresses,No,440,Red,White,Able Sisters,All Year,No,Active,Yes
dresses,No,440,Blue,White,Able Sisters,All Year,No,Active,Yes
dresses,No,440,Green,White,Able Sisters,All Year,No,Active,Yes
dresses,No,440,Black,Orange,Able Sisters,All Year,No,Active,Yes
dresses,No,440,Black,Yellow,Able Sisters,All Year,No,Active,Yes
dresses,No,157,Pink,Pink,Able Sisters,All Year,No,Simple,Yes
dresses,No,157,White,White,Able Sisters,All Year,No,Simple,Yes
dresses,No,157,Light blue,Light blue,Able Sisters,All Year,No,Simple,Yes
dresses,No,157,Green,Green,Able Sisters,All Year,No,Simple,Yes
dresses,No,157,Purple,Purple,Able Sisters,All Year,No,Simple,Yes
dresses,No,157,Black,Black,Able Sisters,All Year,No,Simple,Yes
dresses,No,157,Brown,Brown,Able Sisters,All Year,No,Simple,Yes
dresses,No,180,White,White,Able Sisters,All Year,No,Simple,Yes
dresses,No,180,Pink,Pink,Able Sisters,All Year,No,Simple,Yes
dresses,No,180,Light blue,Light blue,Able Sisters,All Year,No,Simple,Yes
dresses,No,180,Green,Green,Able Sisters,All Year,No,Simple,Yes
dresses,No,180,Purple,Purple,Able Sisters,All Year,No,Simple,Yes
dresses,No,180,Black,Black,Able Sisters,All Year,No,Simple,Yes
dresses,No,180,Brown,Brown,Able Sisters,All Year,No,Simple,Yes
dresses,No,425,Brown,Beige,Able Sisters,All Year,No,Cute,Yes
dresses,No,425,Black,Beige,Able Sisters,All Year,No,Cute,Yes
dresses,No,425,Pink,Beige,Able Sisters,All Year,No,Cute,Yes
dresses,No,425,Light blue,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,630,Red,Brown,Able Sisters,All Year,No,Gorgeous,Yes
dresses,No,630,Light blue,Blue,Able Sisters,All Year,No,Gorgeous,Yes
dresses,No,630,Orange,Brown,Able Sisters,All Year,No,Gorgeous,Yes
dresses,No,630,Purple,Pink,Able Sisters,All Year,No,Gorgeous,Yes
dresses,No,500,Light blue,White,Able Sisters,Summer,No,Cute,Yes
dresses,No,500,Pink,White,Able Sisters,Summer,No,Cute,Yes
dresses,No,500,Yellow,White,Able Sisters,Summer,No,Cute,Yes
dresses,No,500,Green,White,Able Sisters,Summer,No,Cute,Yes
dresses,No,630,Yellow,Red,Able Sisters,All Year,No,Elegant,Yes
dresses,No,375,Pink,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,375,Light blue,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,375,Yellow,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,375,Green,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,375,Purple,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,805,Pink,Red,Able Sisters,All Year,No,Elegant,Yes
dresses,No,805,Green,Green,Able Sisters,All Year,No,Elegant,Yes
dresses,No,450,Green,Green,Able Sisters,Winter,Yes,Simple,Yes
dresses,No,450,Purple,Purple,Able Sisters,Winter,No,Simple,Yes
dresses,No,450,Gray,Gray,Able Sisters,Winter,No,Simple,Yes
dresses,No,450,Pink,Pink,Able Sisters,Winter,No,Simple,Yes
dresses,No,475,Beige,Red,Able Sisters,All Year,No,Elegant,Yes
dresses,No,475,Gray,Blue,Able Sisters,All Year,No,Elegant,Yes
dresses,No,475,Beige,Green,Able Sisters,All Year,No,Elegant,Yes
dresses,No,400,Blue,Red,Able Sisters,Summer,No,Active,Yes
dresses,No,400,Pink,Light blue,Able Sisters,Summer,No,Active,Yes
dresses,No,520,Pink,White,Able Sisters,Winter,No,Cute,Yes
dresses,No,520,Yellow,White,Able Sisters,Winter,No,Cute,Yes
dresses,No,520,Light blue,White,Able Sisters,Winter,No,Cute,Yes
dresses,No,520,Green,White,Able Sisters,Winter,No,Cute,Yes
dresses,No,320,Black,White,Able Sisters,All Year,No,Cool,Yes
dresses,No,575,Blue,White,Able Sisters,All Year,No,Simple,Yes
dresses,No,575,Black,White,Able Sisters,All Year,No,Simple,Yes
dresses,No,575,Light blue,White,Able Sisters,All Year,No,Simple,Yes
dresses,No,575,Green,White,Able Sisters,All Year,No,Simple,Yes
dresses,No,575,Gray,White,Able Sisters,All Year,No,Simple,Yes
dresses,No,575,Red,White,Able Sisters,All Year,No,Simple,Yes
dresses,No,575,Brown,White,Able Sisters,All Year,No,Simple,Yes
dresses,No,450,Pink,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,450,Yellow,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,450,White,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,665,Black,Yellow,Able Sisters,All Year,No,Elegant,Yes
dresses,No,665,Blue,Green,Able Sisters,All Year,No,Elegant,Yes
dresses,No,665,Purple,Light blue,Able Sisters,All Year,No,Elegant,Yes
dresses,No,600,Yellow,White,Able Sisters,Summer,No,Elegant,Yes
dresses,No,600,Light blue,White,Able Sisters,Summer,No,Elegant,Yes
dresses,No,600,Pink,White,Able Sisters,Summer,No,Elegant,Yes
dresses,No,600,Green,White,Able Sisters,Summer,Yes,Elegant,Yes
dresses,No,600,Blue,White,Able Sisters,Summer,No,Elegant,Yes
dresses,No,600,Purple,White,Able Sisters,Summer,No,Elegant,Yes
dresses,No,500,Blue,Gray,Able Sisters,All Year,No,Cool,Yes
dresses,No,500,Light blue,Gray,Able Sisters,All Year,No,Cool,Yes
dresses,No,500,Green,Gray,Able Sisters,All Year,No,Cool,Yes
dresses,No,500,Brown,Gray,Able Sisters,All Year,No,Cool,Yes
dresses,No,450,Blue,Yellow,Able Sisters,Winter,No,Cute,Yes
dresses,No,450,Brown,Green,Able Sisters,Winter,No,Cute,Yes
dresses,No,450,White,Blue,Able Sisters,Winter,No,Cute,Yes
dresses,No,425,Green,Green,Able Sisters,All Year,No,Cute,Yes
dresses,No,425,Yellow,Orange,Able Sisters,All Year,No,Cute,Yes
dresses,No,425,Colorful,Colorful,Able Sisters,All Year,No,Cute,Yes
dresses,No,262,Orange,Brown,Able Sisters,All Year,No,Active,Yes
dresses,No,262,Yellow,Brown,Able Sisters,All Year,No,Active,Yes
dresses,No,262,Gray,Black,Able Sisters,All Year,No,Active,Yes
dresses,No,460,Beige,Red,Able Sisters,All Year,Yes,Cute,Yes
dresses,No,460,Beige,Green,Able Sisters,All Year,No,Cute,Yes
dresses,No,460,Beige,Yellow,Able Sisters,All Year,No,Cute,Yes
dresses,No,460,Beige,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,480,White,Red,Able Sisters,All Year,No,Active,Yes
dresses,No,480,White,Purple,Able Sisters,All Year,No,Active,Yes
dresses,No,480,White,Blue,Able Sisters,All Year,No,Active,Yes
dresses,No,480,Black,Red,Able Sisters,All Year,No,Active,Yes
dresses,No,480,Black,Green,Able Sisters,All Year,No,Active,Yes
dresses,No,480,Black,Pink,Able Sisters,All Year,No,Active,Yes
dresses,No,480,Black,Light blue,Able Sisters,All Year,No,Active,Yes
dresses,No,480,Black,Orange,Able Sisters,All Year,No,Active,Yes
dresses,No,560,Black,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,560,Pink,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,560,Red,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,560,Light blue,White,Able Sisters,All Year,No,Cute,Yes
dresses,No,630,Red,Green,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Green,Pink,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Pink,Light blue,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Blue,Light blue,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Red,Yellow,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,Red,Green,Able Sisters,All Year,No,Elegant,Yes
dresses,No,630,White,White,Able Sisters,All Year,No,Elegant,Yes
dresses,No,450,Green,Green,Able Sisters,Summer,Yes,Cute,Yes
